Trait	PC	Delta	Var.Delta	z	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Collection	Population	FDR.PC	stars	Label
ASTHMA_HOSPITAL_MAIN_FinnGen_FinnGenR7_1	PC12	-0.00148925658527471	1.03451721569069e-05	-0.463020978069054	0.643349330359033	FinnGen	ASTHMA_HOSPITAL_MAIN	Asthma, hospital admissions , main diagnosis only (FinnGen)	IMD	FinnGen	European (Finnish)	0.935918430829126	""	Asthma, hospital admissions , main diagnosis only / FinnGen
ASTHMA_HOSPITAL_MAIN_FinnGen_FinnGenR7_1	PC13	-0.00901695293299724	1.02118608057636e-05	-2.82167739851705	0.00477732072117946	FinnGen	ASTHMA_HOSPITAL_MAIN	Asthma, hospital admissions , main diagnosis only (FinnGen)	IMD	FinnGen	European (Finnish)	0.146259511309956	""	Asthma, hospital admissions , main diagnosis only / FinnGen
ASTHMA_HOSPITAL_MAIN_FinnGen_FinnGenR7_1	PC14	-0.00760473929294396	1.0377150918265e-05	-2.36072426307757	0.0182392865014616	FinnGen	ASTHMA_HOSPITAL_MAIN	Asthma, hospital admissions , main diagnosis only (FinnGen)	IMD	FinnGen	European (Finnish)	0.18613425711748	""	Asthma, hospital admissions , main diagnosis only / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC1	-0.00539359831248741	1.63787787624015e-05	-1.33271670351768	0.18262478961517	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.944483132077187	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC2	0.012365401692877	1.80569090214762e-05	2.90995668246263	0.00361478852575548	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.160858089396119	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC3	0.0033470709195892	1.95540545577218e-05	0.756913939260106	0.4491014236878	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.913303782282919	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC4	0.00637828287740893	1.94782668365066e-05	1.44520222265598	0.148401092279179	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.747854114931574	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC5	-0.0441421929805489	1.67748382903877e-05	-10.7776663293094	4.38878864294935e-27	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	5.85903283833738e-25	●	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC6	-0.000250566005083872	1.55556647025743e-05	-0.0635298547048787	0.94934458663696	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.99605651928329	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC7	-7.94102780461081e-05	1.68506871400055e-05	-0.019344963249431	0.984565915143414	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.996543925942278	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC8	0.0289413357052642	1.75933504066953e-05	6.89992379960225	5.20304410558097e-12	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	1.38921277619012e-09	●	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC9	-0.00134039382465801	1.39647422949745e-05	-0.35868726330204	0.719829057632011	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.926741315566972	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC10	-0.0129587424442227	2.04661051430783e-05	-2.86447646156478	0.0041769919749851	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.278814214330255	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC11	-0.00344066384455475	1.87801749787395e-05	-0.793948671985927	0.42722531309232	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.994510419588442	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC12	-0.0046127910994862	1.60162427030907e-05	-1.15261287487993	0.249069316314249	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.871527882910757	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC13	-0.0121889949560386	1.58129063434712e-05	-3.06522280475211	0.00217507895946127	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.268340359874064	""	Asthma-related infections / FinnGen
ASTHMA_INFECTIONS_FinnGen_FinnGenR7_1	PC14	-0.0108684770103521	1.60797614760804e-05	-2.71037192410433	0.00672077989083618	FinnGen	ASTHMA_INFECTIONS	Asthma-related infections (FinnGen)	INF	FinnGen	European (Finnish)	0.413657854260908	""	Asthma-related infections / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC1	0.00535784038101628	9.107005194152e-05	0.561438226461792	0.574498830827142	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.859924833479941	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC2	0.00523498831294091	0.000100216142646448	0.522933994654948	0.6010201868591	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.863222932725078	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC3	0.0109087744296969	0.00010846887662753	1.04742609718921	0.294903100571932	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.99580157163396	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC4	0.0201006546272621	0.000108106568089482	1.93323282789839	0.0532075224283615	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.681514923241117	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC5	-0.0520099090641363	9.33302606271743e-05	-5.38362566864556	7.30002389788697e-08	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	6.31610763338916e-07	●	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC6	0.00937632260794501	8.63038205200186e-05	1.00929362645118	0.312833835883665	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.719698651339299	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC7	-0.0033184488869907	9.34999638878649e-05	-0.343185880141782	0.731458626389402	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.967177851504924	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC8	0.0137505067181521	9.76863950258443e-05	1.39123873600449	0.164153044548732	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.328306089097464	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC9	0.00563562117132813	7.75354401349155e-05	0.640017226844586	0.522161399853254	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.796246119316456	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC10	0.011076917434901	0.000113586193990283	1.03933641728389	0.298648303600244	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.632244812940942	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC11	-0.00442974183998561	0.000104309181324838	-0.433727689165321	0.664486197046284	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.887468142363829	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC12	0.000917696782952054	8.8977264822943e-05	0.0972880914263788	0.92249761280312	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.984467039471845	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC13	-0.000844538632804847	8.77214805986729e-05	-0.0901709290268095	0.928151385472225	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.991794688697207	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_EXMORE_FinnGen_FinnGenR7_1	PC14	-0.0135068501475393	8.92218535706014e-05	-1.42994212683006	0.152733629887283	FinnGen	ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.524034350820161	""	Asthma mixed form (mode) (more controls excluded) / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC1	0.00567327635078007	9.10114032606667e-05	0.594683698400102	0.552054920531388	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.859924833479941	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC2	0.00533213632688435	0.000100154542324791	0.532802089261605	0.59417058744098	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.863222932725078	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC3	0.0110449255920603	0.000108378259493831	1.06094216122625	0.288716187216761	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.99580157163396	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC4	0.0200540487771009	0.00010805630507009	1.92919892141767	0.0537061720341432	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.681514923241117	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC5	-0.0522173591859445	9.32594703267969e-05	-5.40715018013105	6.40354481667057e-08	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	5.6635796378553e-07	●	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC6	0.00926197780250143	8.62368071917573e-05	0.997372527241925	0.318583721307105	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.72455040617273	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC7	-0.00307712581172937	9.34124646678097e-05	-0.318377844205387	0.750198342358362	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.97818360315021	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC8	0.0137047511134977	9.76001366273332e-05	1.38722191187296	0.165374105849745	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.329094470640993	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC9	0.00620851744006395	7.74758189046136e-05	0.705350238849518	0.480592303088359	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.774262598785466	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC10	0.0112895312924302	0.000113528013654879	1.05955716356254	0.289346110296159	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.6252329549982	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC11	-0.0045101709834437	0.000104221205524683	-0.441789063199411	0.658641853500483	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.884849083844643	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC12	0.000507174867972967	8.88922932120235e-05	0.0537929881695074	0.957100096062713	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.984467039471845	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC13	-0.00119061479271988	8.76527164565571e-05	-0.127171145770521	0.898804942270275	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.985466575822505	""	Asthma mixed form / FinnGen
ASTHMA_MIXED_FinnGen_FinnGenR7_1	PC14	-0.0135297389761299	8.91751834700005e-05	-1.43274008681985	0.151932128932778	FinnGen	ASTHMA_MIXED	Asthma mixed form (FinnGen)	IMD	FinnGen	European (Finnish)	0.524034350820161	""	Asthma mixed form / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC1	-0.00540306915443849	9.37077151051661e-06	-1.7650330906127	0.0775582044982629	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.546489240627385	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC2	0.00829997005731313	1.03349134126449e-05	2.58180301977497	0.00982856654959718	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.0686275348550821	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC3	0.009188557372442	1.11862984351402e-05	2.74728762943767	0.00600904106757458	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.949494272790342	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC4	0.00587299787190008	1.1129141228304e-05	1.76047157266262	0.0783278833205241	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.681514923241117	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC5	-0.0455812977091287	9.60233961543834e-06	-14.7095082596609	5.60129588863418e-49	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	4.10414751223345e-47	●	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC6	0.000835462098327619	8.89951597536081e-06	0.280055147101986	0.779435195664449	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.942930414937875	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC7	0.000100418066741286	9.64576431362891e-06	0.0323328161649939	0.97420663936345	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.992798087432029	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC8	0.0250236048449119	1.00652355722302e-05	7.88747328802374	3.08366127733783e-15	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	2.45459437676091e-13	●	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC9	-0.00209970155169085	7.98669743064073e-06	-0.742974576763647	0.457497072573936	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.774262598785466	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC10	-0.00975965256872359	1.17034025716123e-05	-2.85284571760573	0.00433296524877828	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.0878916357331627	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC11	0.00546338208665964	1.07568034212768e-05	1.66578887893403	0.0957554719568174	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.329819994519304	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC12	-0.000755668524839369	9.16946706374675e-06	-0.249550983553109	0.802934608800676	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.956188306484667	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC13	-0.00911768108118679	9.04840715916221e-06	-3.03108649812703	0.00243675430024478	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.125409361070756	""	Asthma (mode) / FinnGen
ASTHMA_MODE_FinnGen_FinnGenR7_1	PC14	-0.00952385271487492	9.19719842673408e-06	-3.14039944763823	0.00168717614909423	FinnGen	ASTHMA_MODE	Asthma (mode) (FinnGen)	IMD	FinnGen	European (Finnish)	0.0314834349700123	○	Asthma (mode) / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC1	-0.0057524593971165	1.3858562205038e-05	-1.54523477837009	0.122289484923417	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.600141092853091	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC2	0.00260240372788393	1.52689962507761e-05	0.665992637589641	0.50541580631775	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.83467008678201	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC3	0.00793420267333904	1.65253563335257e-05	1.95176656312451	0.0509659257769217	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.952487395824402	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC4	0.00706749402193029	1.64485483534026e-05	1.74261585817623	0.0814007380855217	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.681514923241117	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC5	-0.042998333442031	1.41923742950138e-05	-11.4136380247129	3.57459442817572e-30	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	8.8918036400871e-29	●	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC6	0.00307101256176445	1.31461693954252e-05	0.846997212102633	0.396996675387665	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.755116317374064	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC7	0.00161084506225371	1.42516421740258e-05	0.426698695703874	0.669598800682228	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.949481324049478	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC8	0.0242042243849781	1.48721912060056e-05	6.27629994262445	3.46725012140096e-10	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	9.19977032211721e-09	●	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC9	-0.00251927006228796	1.17985437130917e-05	-0.733433128596155	0.463294299752654	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.774262598785466	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC10	-0.00814284321305735	1.72816769273722e-05	-1.95876859229791	0.0501398933486464	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.332594625879354	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC11	0.00419032592720452	1.58648302116378e-05	1.05203476082386	0.292783601695429	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.583233108341276	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC12	-0.00174002324158167	1.35482606858577e-05	-0.47273012298325	0.636405732733692	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.935918430829126	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC13	-0.00468905726016656	1.33626867769012e-05	-1.28274001231008	0.199583176751404	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.722128221336898	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_EXMORE_FinnGen_FinnGenR7_1	PC14	-0.00715959977674964	1.35909561823312e-05	-1.94206490265768	0.0521292437087953	FinnGen	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded) (FinnGen)	IMD	FinnGen	European (Finnish)	0.336584726206794	""	Asthma, unspecified (mode) (more controls exclu... / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC1	-0.0055987155030425	1.37776546634289e-05	-1.50834522241839	0.131466194769277	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.600141092853091	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC2	0.00290503247947547	1.51783197519427e-05	0.745657076084615	0.455874594864183	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.77468020439588	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC3	0.00800759293668072	1.64239270716585e-05	1.97589327840091	0.0481668656430433	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.952487395824402	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC4	0.00686618686416115	1.63527031684733e-05	1.69793414452431	0.0895201919863445	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.681514923241117	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC5	-0.0431394863464589	1.41062780418656e-05	-11.485998357962	1.55132932600974e-30	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	4.11619381167918e-29	●	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC6	0.00288672618853711	1.30671699000143e-05	0.798573369179108	0.424537834542806	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.775073661229527	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC7	0.00197875130674993	1.41642916985185e-05	0.525767556560306	0.599049718853352	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.937998358944379	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC8	0.0240556056067999	1.47798049327439e-05	6.25722747769065	3.91881612405128e-10	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	9.74805510857756e-09	●	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC9	-0.00198376082571921	1.17273899709649e-05	-0.579280122474738	0.562400175642427	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.841485977089045	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC10	-0.00776352113437282	1.71843916470397e-05	-1.87280111205449	0.0610958543738994	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.35517340942332	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC11	0.00408197564208159	1.57708512260296e-05	1.02788100730118	0.304005804637442	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.596031084954197	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC12	-0.00211432306646744	1.34649068023835e-05	-0.576195247567462	0.564483217120373	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.935918430829126	""	Asthma (unspecified) / FinnGen
ASTHMA_NAS_FinnGen_FinnGenR7_1	PC13	-0.00512818188673341	1.32809809732295e-05	-1.40717575272714	0.159375279729851	FinnGen	ASTHMA_NAS	Asthma (unspecified) (FinnGen)	IMD	FinnGen	European (Finnish)	0.65715822421547	""	Asthma (unspecified) / FinnGen
